采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,叶片1超级电容电压,叶片2超级电容电压,叶片3超级电容电压,驱动1晶闸管温度,驱动2晶闸管温度,驱动3晶闸管温度,驱动1输出扭矩,驱动2输出扭矩,驱动3输出扭矩,变频器电网侧Cosphi,电网频率误差
147,10.65,16,0.36,0.37,0.37,11.4,11.2,11.3,10.9,-7.9,-0.07,0.04,0.5,208.3,6.1,196,1,1,324,686,386,-2,408,10.96,502.2,347,33.2,33.8,0,3.0,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.2,31.7,32.0,58.1,58.6,33,40,19.2,22.8,36,36,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
148,10.66,88,0.36,0.37,0.37,11.6,11.1,11.2,10.89,-6.9,0.07,0.0,0.5,207.7,5.1,195,1,1,328,686,391,0,410,10.97,503.8,350,32.6,33.1,0,2.9,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.2,31.7,32.0,58.1,58.6,34,40,19.2,22.8,36,36,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.89,54,530,5.3,0,0,0,1,0
149,10.71,160,0.36,0.37,0.37,11.5,10.9,11.3,10.9,-8.7,-0.02,0.06,0.5,208.1,6.4,196,1,1,338,686,403,-2,420,10.99,508.7,354,33.2,33.6,0,3.0,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.2,31.7,32.0,58.1,58.6,33,40,19.2,22.8,36,36,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,530,5.3,0,0,0,1,0
150,10.64,232,0.36,0.37,0.37,11.2,11.1,11.3,10.84,-7.5,0.02,0.04,0.5,208.3,5.2,195,1,1,332,686,395,-3,417,10.99,511.7,352,32.8,33.3,0,2.9,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.2,31.7,32.0,58.1,58.6,33,40,19.2,22.8,36,36,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,52,530,5.3,0,0,0,1,0
151,10.6,304,0.36,0.37,0.37,11.1,11.2,11.3,10.82,-7.5,0.01,0.02,0.5,208.5,6.5,195,1,1,329,686,392,0,409,10.97,509.2,349,32.9,33.5,0,3.0,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.2,31.7,32.0,58.1,58.6,33,40,19.2,22.8,36,36,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.3,0,0,0,1,0
152,10.64,16,0.36,0.37,0.37,11.4,11.5,11.4,10.79,-6.3,0.04,0.09,0.5,208.0,6.1,195,1,1,331,686,394,2,411,10.97,504.9,345,32.8,33.2,0,2.9,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.2,31.8,32.0,58.1,58.6,34,40,19.2,22.8,36,36,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
153,10.66,88,0.36,0.37,0.37,11.4,11.1,11.3,10.89,-7.5,-0.01,0.01,0.5,208.5,6.6,195,1,1,326,686,389,2,411,10.99,499.7,346,32.6,33.0,0,2.9,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.8,32.0,58.1,58.6,34,40,19.2,22.8,36,36,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.88,54,520,5.2,0,0,0,1,0
154,10.67,160,0.36,0.37,0.37,11.6,10.9,11.2,10.85,-6.3,0.02,0.04,0.5,208.2,5.1,195,1,1,330,686,393,2,412,10.96,503.7,350,32.6,33.1,0,3.0,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.2,31.8,32.0,58.1,58.6,33,40,19.2,22.8,36,36,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,530,5.2,0,0,0,1,0
155,10.47,232,0.36,0.37,0.37,11.4,10.8,11.3,10.93,-9.9,0.0,0.08,0.5,207.9,6.4,196,1,1,335,686,399,1,413,10.95,506.6,353,33.0,33.5,0,3.0,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.8,32.0,58.1,58.6,33,40,19.2,22.8,36,36,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,53,530,5.3,0,0,0,1,0
156,10.63,296,0.36,0.37,0.37,11.2,11.1,11.4,10.83,-7.7,-0.04,0.03,0.5,208.4,6.8,195,1,1,332,686,396,0,415,10.96,510.0,348,32.4,33.0,0,3.0,0,1933.3,0,16.63,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.8,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,53,530,5.3,0,0,0,1,0
157,10.62,8,0.36,0.37,0.37,11.2,11.4,11.3,10.81,-7.2,0.08,0.04,0.5,208.3,6.4,195,1,1,326,686,388,1,408,10.94,503.4,346,32.5,33.2,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.7,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.3,0,0,0,1,0
158,10.45,80,0.36,0.37,0.37,11.4,11.2,11.3,10.88,-9.1,-0.06,0.1,0.5,208.2,6.5,196,1,1,330,686,393,2,409,10.94,502.7,347,32.7,33.2,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.6,32.0,58.1,58.6,34,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.89,54,520,5.2,0,0,0,1,0
159,10.66,152,0.36,0.37,0.37,11.6,11.2,11.3,10.94,-10.1,0.06,-0.02,0.5,208.2,6.2,196,1,1,332,686,396,1,415,10.95,503.6,351,32.4,33.0,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.6,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.89,54,520,5.2,0,0,0,1,0
160,10.48,224,0.36,0.37,0.37,11.6,10.9,11.3,10.9,-14.2,-0.02,0.06,0.5,208.1,6.6,196,1,1,330,686,393,0,418,10.94,508.1,352,32.7,33.2,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.6,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.89,54,530,5.2,0,0,0,1,0
161,10.64,296,0.36,0.37,0.37,11.3,10.9,11.3,10.82,-11.6,0.04,0.06,0.5,208.1,5.8,196,1,1,330,686,393,1,411,10.93,507.1,350,32.5,33.0,0,2.9,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.6,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,530,5.3,0,0,0,1,0
162,10.62,8,0.36,0.37,0.37,11.2,11.2,11.3,10.82,-15.6,-0.05,0.01,0.5,208.3,6.1,197,1,1,333,686,396,1,419,10.95,508.1,350,32.3,32.7,0,2.9,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.6,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,52,530,5.3,0,0,0,1,0
163,10.61,80,0.36,0.37,0.37,11.3,11.5,11.4,10.79,-13.8,0.09,0.04,0.5,208.1,5.4,197,1,1,327,686,390,-2,412,10.97,504.3,346,32.7,33.2,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.6,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
164,10.67,152,0.36,0.37,0.37,11.4,11.2,11.3,10.92,-12.2,-0.08,0.06,0.5,208.3,6.7,197,1,1,329,686,392,-1,409,10.98,502.7,348,32.4,32.9,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.5,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.88,54,530,5.2,0,0,0,1,0
165,10.7,224,0.36,0.37,0.37,11.6,11.1,11.3,10.97,-9.7,0.05,-0.02,0.5,208.2,5.1,196,1,1,334,686,398,-1,415,10.98,503.8,350,32.3,32.8,0,3.0,0,1914.7,0,16.6,11.8,35.2,33.9,38.1,36.1,38.2,36.3,31.5,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.2,0,0,0,1,0
166,10.7,296,0.36,0.37,0.37,11.5,10.8,11.3,10.89,-10.5,-0.02,0.06,0.5,208.4,6.8,196,1,1,335,685,399,-3,421,11.0,507.7,354,32.5,33.0,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.5,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.93,44.88,54,520,5.2,0,0,0,1,0
167,10.65,8,0.36,0.37,0.37,11.2,11.1,11.4,10.89,-11.0,-0.01,0.04,0.5,208.3,6.2,197,1,1,334,686,398,-1,415,10.98,511.4,353,32.3,32.8,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.1,36.1,38.2,36.3,31.6,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,53,520,5.3,0,0,0,1,0
168,10.45,80,0.36,0.37,0.37,11.2,11.3,11.3,10.8,-12.4,0.0,-0.01,0.5,208.4,7.1,197,1,1,335,686,399,1,412,11.0,508.4,348,32.7,33.1,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.0,36.1,38.2,36.2,31.6,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.3,0,0,0,1,0
169,10.67,152,0.36,0.37,0.37,11.4,11.4,11.3,10.79,-11.5,0.03,0.1,0.5,208.1,7.0,197,1,1,330,686,393,0,415,11.01,504.1,348,32.6,33.0,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.0,36.1,38.2,36.2,31.7,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
170,10.71,224,0.36,0.37,0.37,11.4,11.1,11.3,10.94,-11.1,0.0,0.02,0.5,208.3,6.5,197,1,1,331,686,394,-3,412,11.0,504.4,351,32.3,32.6,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.7,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
171,10.74,296,0.36,0.37,0.37,11.6,10.9,11.3,10.88,-14.6,0.0,0.04,0.5,208.1,7.3,197,1,1,340,686,405,2,421,11.0,511.0,356,32.2,32.6,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.6,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
172,10.7,8,0.36,0.37,0.37,11.4,10.8,11.3,10.9,-14.6,0.04,0.08,0.5,208.3,6.3,197,1,1,335,686,399,1,421,11.01,512.0,353,32.1,32.6,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.0,36.0,38.2,36.3,31.5,32.0,58.1,58.6,34,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
173,10.48,88,0.36,0.37,0.37,11.1,11.3,11.4,10.93,-13.3,-0.06,0.02,0.5,208.0,5.9,197,1,1,339,686,404,0,425,11.0,512.4,354,32.3,32.7,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.0,36.0,38.2,36.3,31.5,32.0,58.1,58.6,34,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,520,5.3,0,0,0,1,0
174,10.66,152,0.36,0.37,0.37,11.3,11.4,11.4,10.81,-11.4,0.1,0.03,0.5,208.0,5.7,197,1,1,326,686,388,0,415,10.98,509.7,348,32.5,33.1,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.3,0,0,0,1,0
175,10.69,224,0.36,0.37,0.37,11.4,11.2,11.3,10.93,-12.9,-0.09,0.1,0.5,208.2,6.2,197,1,1,330,686,394,0,414,10.99,505.5,351,32.1,32.5,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.6,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.3,0,0,0,1,0
176,10.71,296,0.36,0.37,0.37,11.6,11.2,11.3,10.96,-12.3,0.07,-0.02,0.5,208.1,5.9,197,1,1,335,686,399,0,418,11.0,507.5,351,31.9,32.5,0,3.0,0,1914.7,0,16.6,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.6,32.0,58.1,58.6,34,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
177,10.7,8,0.36,0.37,0.37,11.6,10.9,11.3,10.99,-12.6,-0.03,0.05,0.5,208.0,5.0,198,1,1,333,686,397,-3,421,10.99,509.7,356,32.1,32.7,0,3.0,0,1914.7,0,16.6,11.8,35.2,33.9,38.0,36.0,38.2,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.89,54,520,5.2,0,0,0,1,0
178,10.68,80,0.36,0.37,0.37,11.2,11.0,11.4,10.87,-11.0,0.02,0.06,0.5,208.3,5.0,197,1,1,335,686,399,-2,416,10.98,513.1,353,32.1,32.7,0,2.9,0,1914.7,0,16.6,11.8,35.2,33.9,38.0,36.0,38.2,36.2,31.4,32.0,58.1,58.6,34,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,520,5.2,0,0,0,1,0
179,10.66,152,0.36,0.37,0.37,11.2,11.3,11.3,10.91,-9.8,-0.01,-0.01,0.5,208.3,6.1,197,1,1,335,686,399,-1,418,11.01,509.5,351,32.4,32.8,0,3.0,0,1914.7,0,16.6,11.8,35.2,33.9,38.1,36.0,38.2,36.2,31.4,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,52,520,5.3,0,0,0,1,0
180,10.64,224,0.36,0.37,0.37,11.4,11.5,11.4,10.76,-9.4,0.02,0.09,0.5,208.0,5.5,197,1,1,332,686,396,1,417,10.98,509.4,350,32.5,33.0,0,3.0,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.1,36.2,31.4,32.0,58.1,58.6,34,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,520,5.3,0,0,0,1,0
181,10.71,296,0.36,0.37,0.37,11.4,11.2,11.3,10.9,-7.6,-0.07,0.06,0.5,208.4,6.0,197,1,1,331,686,394,-2,410,10.99,506.1,348,31.9,32.4,0,3.0,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.89,54,530,5.3,0,0,0,1,0
182,10.69,8,0.36,0.37,0.37,11.6,11.0,11.3,10.88,-7.0,0.05,0.0,0.5,208.2,5.1,197,1,1,337,686,401,1,414,10.98,506.7,352,32.2,32.8,0,2.9,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.5,32.0,58.1,58.6,34,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,530,5.2,0,0,0,1,0
183,10.69,80,0.36,0.37,0.37,11.4,10.8,11.3,10.88,-7.0,0.0,0.08,0.5,208.1,6.4,197,1,1,335,686,399,1,420,10.99,510.6,354,32.2,32.7,0,3.0,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.5,32.0,58.1,58.6,34,40,19.2,22.8,35,35,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.89,53,530,5.2,0,0,0,1,0
184,10.66,152,0.36,0.37,0.37,11.1,11.1,11.4,10.9,-7.4,-0.04,0.05,0.5,208.2,6.5,197,1,1,338,686,403,0,420,10.97,514.0,356,31.6,32.3,0,3.0,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,53,530,5.2,0,0,0,1,0
185,10.65,224,0.36,0.37,0.37,11.3,11.3,11.3,10.88,-7.6,0.05,-0.01,0.5,208.4,6.3,197,1,1,337,686,401,1,416,11.01,512.3,350,31.8,32.6,0,3.0,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,35,35,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,52,520,5.3,0,0,0,1,0
186,10.68,296,0.36,0.37,0.37,11.4,11.3,11.3,10.78,-8.3,-0.04,0.11,0.5,208.2,6.2,196,1,1,328,686,391,1,413,11.02,506.5,346,31.7,32.4,0,3.0,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.89,54,520,5.3,0,0,0,1,0
187,10.69,8,0.36,0.37,0.37,11.5,11.1,11.3,10.97,-9.9,0.02,0.03,0.5,208.2,6.2,197,1,1,333,686,396,1,415,11.0,504.8,353,31.8,32.4,0,3.0,0,1950.8,0,16.66,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
188,10.7,80,0.36,0.37,0.37,11.6,10.9,11.3,10.91,-8.9,-0.01,0.02,0.5,208.2,6.4,197,1,1,337,686,402,-1,421,11.01,510.7,353,31.8,32.4,0,2.9,0,1950.8,0,16.66,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,530,5.2,0,0,0,1,0
189,10.68,152,0.36,0.37,0.37,11.3,10.9,11.4,10.9,-9.6,0.04,0.09,0.5,208.1,5.9,197,1,1,333,686,397,-2,422,11.01,509.9,354,31.7,32.5,0,3.0,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.2,0,0,0,1,0
190,10.68,224,0.36,0.37,0.37,11.2,11.2,11.3,10.9,-7.8,-0.04,0.04,0.5,208.2,6.2,197,1,1,335,686,399,0,416,10.99,512.5,353,31.6,32.3,0,2.9,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.1,36.2,31.6,32.0,58.1,58.6,34,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.2,0,0,0,1,0
191,10.64,296,0.36,0.37,0.37,11.4,11.4,11.4,10.8,-7.0,0.09,0.02,0.5,208.4,5.7,196,1,1,332,686,397,0,414,11.01,509.3,350,31.6,32.3,0,3.0,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.6,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.3,0,0,0,1,0
192,10.71,8,0.36,0.37,0.37,11.5,11.1,11.3,10.92,-5.3,-0.09,0.1,0.5,208.6,6.1,196,1,1,333,686,397,-3,418,11.02,508.9,352,31.6,32.3,0,2.9,0,1950.8,0,16.66,11.9,35.2,33.9,38.0,36.0,38.2,36.2,31.6,32.0,58.1,58.6,34,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
193,10.7,80,0.36,0.37,0.37,11.6,11.1,11.3,10.93,-4.1,0.09,0.0,0.5,208.1,5.3,196,1,1,330,686,393,1,410,11.0,507.9,350,31.6,32.1,0,3.0,0,1950.8,0,16.66,11.8,35.2,33.9,38.0,36.0,38.2,36.2,31.5,32.0,58.1,58.6,34,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.93,44.88,54,520,5.3,0,0,0,1,0
194,10.71,152,0.36,0.37,0.37,11.5,10.9,11.3,10.92,-2.4,-0.03,0.05,0.5,208.2,6.1,195,1,1,338,686,403,1,420,11.02,509.9,355,31.5,32.1,0,2.9,0,1950.8,0,16.66,11.8,35.2,33.8,38.0,36.0,38.1,36.2,31.4,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.2,0,0,0,1,0
195,10.68,224,0.36,0.37,0.37,11.1,11.0,11.4,10.92,-2.0,0.02,0.09,0.5,208.4,5.8,195,1,1,336,686,401,0,420,11.02,512.6,353,32.0,32.6,0,2.9,0,1950.8,0,16.66,11.8,35.2,33.8,38.0,36.0,38.1,36.2,31.4,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.2,0,0,0,1,0
196,10.64,288,0.36,0.37,0.37,11.2,11.3,11.3,10.82,-9.4,0.0,-0.01,0.5,208.4,6.6,196,1,1,335,686,399,-2,414,11.01,511.4,353,31.5,32.1,0,3.0,0,1950.8,0,16.66,11.8,35.2,33.8,38.0,36.0,38.1,36.2,31.4,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,530,5.2,0,0,0,1,0
197,10.63,0,0.36,0.37,0.37,11.4,11.4,11.4,10.81,-9.2,0.02,0.06,0.5,207.8,4.9,196,1,1,336,686,400,1,415,11.0,510.5,350,31.8,32.3,0,2.9,0,1950.8,0,16.66,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,32,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.3,0,0,0,1,0
198,10.51,72,0.36,0.37,0.37,11.6,11.1,11.3,10.9,-9.6,-0.05,0.09,0.5,208.4,6.0,196,1,1,329,686,392,1,416,11.02,505.1,348,31.6,32.2,0,2.9,0,1902.2,0,16.58,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,34,40,19.2,22.8,34,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
199,10.67,144,0.36,0.37,0.37,11.7,10.9,11.3,10.88,-6.1,0.05,0.0,0.5,208.1,4.7,196,1,1,334,686,398,0,414,10.98,506.4,353,31.4,32.0,0,2.9,0,1902.2,0,16.58,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
200,10.69,216,0.36,0.37,0.37,11.4,10.9,11.3,10.89,-5.4,-0.01,0.06,0.5,208.3,6.5,195,1,1,336,686,400,1,415,10.98,509.0,351,31.3,31.8,0,2.9,0,1902.2,0,16.58,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,41,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
201,10.7,288,0.36,0.37,0.37,11.1,11.1,11.4,10.88,-5.3,-0.04,0.08,0.5,208.1,6.7,195,1,1,338,686,403,0,423,10.99,510.4,354,31.2,31.9,0,3.0,0,1902.2,0,16.58,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,520,5.2,0,0,0,1,0
202,10.62,0,0.36,0.37,0.37,11.3,11.3,11.3,10.79,-6.2,0.05,-0.01,0.5,208.4,6.2,195,1,1,330,686,393,-2,411,10.96,510.3,348,31.3,31.8,0,3.0,0,1902.2,0,16.58,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,52,530,5.2,0,0,0,1,0
203,10.62,72,0.36,0.37,0.37,11.5,11.3,11.4,10.86,-6.4,-0.04,0.09,0.5,208.1,6.2,195,1,1,331,686,394,1,412,10.97,504.6,348,31.3,32.1,0,3.0,0,1902.2,0,16.58,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,34,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,53,530,5.3,0,0,0,1,0
204,10.48,144,0.36,0.37,0.37,11.6,11.2,11.3,10.9,-4.5,0.01,0.05,0.5,208.2,6.0,195,1,1,332,686,396,-3,418,10.99,505.2,350,31.5,32.1,0,3.0,0,1902.2,0,16.58,11.9,35.2,33.8,38.0,36.0,38.1,36.2,31.5,32.0,58.1,58.6,33,40,19.2,22.8,34,34,33,0.5,26,26,25,40,44,41,40,40,41,44.91,44.94,44.88,54,520,5.3,0,0,0,1,0
